5002201808146506,山东省即开仓库,烟台市即开仓库,0418,招财猫,2,0,100,10,60000,2018-08-14
5002201808146506,山东省即开仓库,烟台市即开仓库,0429,天时地利人和,2,0,100,20,60000,2018-08-14
5002201808146311,山东省即开仓库,济宁市即开仓库,0429,天时地利人和,8,0,400,20,240000,2018-08-14
